"V1","model","truth"
2.69095545032482,"GCMSH","covariate"
3.26918939525086,"GCMSH","covariate"
2.63539922418277,"GCMSH","covariate"
2.89284850444636,"GCMSH","covariate"
2.53672467746516,"GCMSH","covariate"
1.72901000643214,"GCMCO","covariate"
2.23969044860759,"GCMCO","covariate"
1.66995708873112,"GCMCO","covariate"
1.76255933985333,"GCMCO","covariate"
1.81678565147748,"GCMCO","covariate"
0.530641248547632,"SOM","covariate"
0.396606014498961,"SOM","covariate"
0.529896345221629,"SOM","covariate"
0.494770247940985,"SOM","covariate"
0.543122729732842,"SOM","covariate"
0.551547689636818,"IDMSH","covariate"
0.391347947232558,"IDMSH","covariate"
0.491250664957918,"IDMSH","covariate"
0.447430292884451,"IDMSH","covariate"
0.541236906611012,"IDMSH","covariate"
0.529170623993784,"IDMCO","covariate"
0.411088267625025,"IDMCO","covariate"
0.513635253153955,"IDMCO","covariate"
0.503889891238834,"IDMCO","covariate"
0.57390148841792,"IDMCO","covariate"
2.3151092685658,"GCMSH","shared"
2.50152478221818,"GCMSH","shared"
2.65232855496633,"GCMSH","shared"
2.4434002527207,"GCMSH","shared"
2.61630188869533,"GCMSH","shared"
1.88650253972583,"GCMCO","shared"
1.72985461424597,"GCMCO","shared"
1.77911764191183,"GCMCO","shared"
2.03053364071152,"GCMCO","shared"
1.70933138953434,"GCMCO","shared"
0.514096604218969,"SOM","shared"
0.726646547585027,"SOM","shared"
0.549511438353427,"SOM","shared"
0.654677467301861,"SOM","shared"
0.535865705911986,"SOM","shared"
0.384891502549177,"IDMSH","shared"
0.557982845258904,"IDMSH","shared"
0.364194407559285,"IDMSH","shared"
0.49758226439564,"IDMSH","shared"
0.396871225604861,"IDMSH","shared"
0.501752218781701,"IDMCO","shared"
0.666469371876187,"IDMCO","shared"
0.478485302059135,"IDMCO","shared"
0.644464862806505,"IDMCO","shared"
0.520939530135466,"IDMCO","shared"
